Instance type,Instance family,Instance size,Availability zones,Free tier eligible,Free Trial available,Bare metal,Hypervisor,vCPUs,Architecture,Cores,Valid cores,Threads per core,Valid threads per core,Sustained clock speed (GHz),Memory (GiB),Storage (GB),Local instance storage,Storage type,Storage disk count,EBS encryption support,EBS optimization support,Network performance,ENA support,Maximum number of network interfaces,IPv4 addresses per interface,IPv6 addresses per interface,IPv6 support,Supported placement group strategies,GPUs,FPGAs,Auto Recovery support,Reboot migration support,Supported root device types,Dedicated Host support,On-Demand Hibernation support,Burstable Performance support,Current generation,EBS Baseline Bandwidth (Mbps),EBS Baseline IOPS,EBS Baseline Throughput (MB/s),EBS Maximum Bandwidth (Mbps),EBS Maximum IOPS,EBS Maximum Throughput (MB/s),On-Demand Windows pricing,On-Demand Linux pricing,On-Demand SUSE pricing,On-Demand RHEL pricing,On-Demand Ubuntu Pro pricing,ENA Express support,ENA queues support
d3en.2xlarge,d3en,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.1,32,55920,true,hdd,4,supported,default,Up to 25 Gigabit,required,4,5,5,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,-,-,true,1700,10000,212.5,2800,15000,350,1.686 USD per Hour,1.318 USD per Hour,1.443 USD per Hour,1.433 USD per Hour,1.332 USD per Hour,false,false
c7gd.medium,c7gd,medium,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,1,arm64,1,-,1,-,2.6,2,59,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,2,4,4,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,315,2500,39.375,10000,40000,1250,-,0.0595 USD per Hour,0.1158 USD per Hour,0.0739 USD per Hour,0.0613 USD per Hour,false,false
r6in.metal,r6in,metal,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,128,x86_64,64,-,2,-,3.5,1024,0,-,-,0,supported,default,200 Gigabit,required,16,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,100000,400000,12500,100000,400000,12500,19.44128 USD per Hour,13.55328 USD per Hour,13.67828 USD per Hour,14.78208 USD per Hour,13.77728 USD per Hour,true,false
c6in.24xlarge,c6in,24xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,96,x86_64,48,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,192,0,-,-,0,supported,default,150 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,75000,300000,9375,75000,300000,9375,11.5224 USD per Hour,7.1064 USD per Hour,7.2314 USD per Hour,8.1432 USD per Hour,-,true,true
t2.2xlarge,t2,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,xen,8,x86_64,8,-,1,-,2.3,32,0,-,-,0,supported,unsupported,Moderate,unsupported,3,15,15,true,"partition, spread",0,0,true,supported,ebs,-,true,true,true,0,0,0,0,0,0,0.5292 USD per Hour,0.4672 USD per Hour,0.5672 USD per Hour,0.5824 USD per Hour,0.4812 USD per Hour,false,false
u7i-6tb.112xlarge,u7i-6tb,112xlarge,"ap-southeast-2a, ap-southeast-2c",false,false,false,nitro,448,x86_64,224,"8,12,16,20,24,28,32,36,40,44,48,52,56,60,64,68,72,76,80,84,88,92,96,100,104,108,112,116,120,124,128,132,136,140,144,148,152,156,160,164,168,172,176,180,184,188,192,196,200,204,208,212,216,220,224",2,"1,2",1.9,6144,0,-,-,0,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,100000,560000,12500,100000,560000,12500,95.85595 USD per Hour,75.24795 USD per Hour,75.37295 USD per Hour,79.54875 USD per Hour,76.03195 USD per Hour,true,false
r8g.4xlarge,r8g,4xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.8,128,0,-,-,0,supported,default,Up to 15 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,5000,20000,625,10000,40000,1250,-,1.1296 USD per Hour,1.2546 USD per Hour,1.3024 USD per Hour,1.1576 USD per Hour,false,false
c8gn.4xlarge,c8gn,4xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.8,32,0,-,-,0,supported,default,50 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,10000,40000,1250,10000,40000,1250,-,1.2378 USD per Hour,1.3628 USD per Hour,1.4106 USD per Hour,1.2658 USD per Hour,false,true
r6in.24xlarge,r6in,24xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,96,x86_64,48,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,768,0,-,-,0,supported,default,150 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,75000,300000,9375,75000,300000,9375,14.58096 USD per Hour,10.16496 USD per Hour,10.28996 USD per Hour,11.20176 USD per Hour,10.33296 USD per Hour,true,true
r6idn.16xlarge,r6idn,16xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,64,x86_64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",2,"1,2",3.5,512,3800,true,ssd,2,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,50000,200000,6250,50000,200000,6250,10.58176 USD per Hour,7.63776 USD per Hour,7.76276 USD per Hour,8.32896 USD per Hour,7.74976 USD per Hour,true,true
