Instance type,Instance family,Instance size,Availability zones,Free tier eligible,Free Trial available,Bare metal,Hypervisor,vCPUs,Architecture,Cores,Valid cores,Threads per core,Valid threads per core,Sustained clock speed (GHz),Memory (GiB),Storage (GB),Local instance storage,Storage type,Storage disk count,EBS encryption support,EBS optimization support,Network performance,ENA support,Maximum number of network interfaces,IPv4 addresses per interface,IPv6 addresses per interface,IPv6 support,Supported placement group strategies,GPUs,FPGAs,Auto Recovery support,Reboot migration support,Supported root device types,Dedicated Host support,On-Demand Hibernation support,Burstable Performance support,Current generation,EBS Baseline Bandwidth (Mbps),EBS Baseline IOPS,EBS Baseline Throughput (MB/s),EBS Maximum Bandwidth (Mbps),EBS Maximum IOPS,EBS Maximum Throughput (MB/s),On-Demand Windows pricing,On-Demand Linux pricing,On-Demand SUSE pricing,On-Demand RHEL pricing,On-Demand Ubuntu Pro pricing,ENA Express support,ENA queues support
c7gd.16xlarge,c7gd,16xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.6,128,3800,true,ssd,2,supported,default,30 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,20000,80000,2500,20000,80000,2500,-,3.8106 USD per Hour,3.9356 USD per Hour,4.5018 USD per Hour,3.9226 USD per Hour,true,false
m6g.metal,m6g,metal,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,64,arm64,64,-,1,-,2.5,256,0,-,-,0,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,19000,80000,2375,19000,80000,2375,-,3.072 USD per Hour,3.197 USD per Hour,3.7632 USD per Hour,3.184 USD per Hour,false,false
c6g.xlarge,c6g,xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,8,0,-,-,0,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1188,6000,148.5,4750,20000,593.75,-,0.1776 USD per Hour,0.2339 USD per Hour,0.2352 USD per Hour,0.1846 USD per Hour,false,false
c7g.4xlarge,c7g,4xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.6,32,0,-,-,0,supported,default,Up to 15 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,5000,20000,625,10000,40000,1250,-,0.7549 USD per Hour,0.8799 USD per Hour,0.9277 USD per Hour,0.7829 USD per Hour,false,false
i7ie.12xlarge,i7ie,12xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",2,"1,2",3.6,384,30000,true,ssd,4,supported,default,Up to 50 Gigabit,required,8,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,15000,60000,1875,15000,60000,1875,9.6876 USD per Hour,7.4796 USD per Hour,7.6046 USD per Hour,7.998 USD per Hour,7.5636 USD per Hour,true,false
c5.xlarge,c5,xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,2,2,"1,2",3.4,8,0,-,-,0,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,false,1150,6000,143.75,4750,20000,593.75,0.406 USD per Hour,0.222 USD per Hour,0.278 USD per Hour,0.28 USD per Hour,0.229 USD per Hour,false,false
r5n.4xlarge,r5n,4xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.1,128,0,-,-,0,supported,default,Up to 25 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,4750,18750,593.75,4750,18750,593.75,2.184 USD per Hour,1.448 USD per Hour,1.573 USD per Hour,1.621 USD per Hour,1.476 USD per Hour,false,false
t3.medium,t3,medium,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",2.5,4,0,-,-,0,supported,default,Up to 5 Gigabit,required,3,6,6,true,"partition, spread",0,0,true,supported,ebs,true,true,true,true,347,2000,43.375,2085,11800,260.625,0.0712 USD per Hour,0.0528 USD per Hour,0.1091 USD per Hour,0.0816 USD per Hour,0.0563 USD per Hour,false,false
d2.2xlarge,d2,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.4,61,12288,true,hdd,6,supported,default,High,unsupported,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,"ebs, instance-store",true,-,-,false,1000,8000,125,1000,8000,125,1.961 USD per Hour,1.74 USD per Hour,1.84 USD per Hour,1.855 USD per Hour,1.754 USD per Hour,false,false
r7g.metal,r7g,metal,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,64,arm64,64,-,1,-,2.6,512,0,-,-,0,supported,default,30 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,20000,80000,2500,20000,80000,2500,-,4.1075 USD per Hour,4.2325 USD per Hour,4.7987 USD per Hour,4.2195 USD per Hour,true,false
r8i.96xlarge,r8i,96xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,384,x86_64,192,"12,18,24,30,36,42,48,54,60,66,72,78,84,90,96,102,108,114,120,126,132,138,144,150,156,162,168,174,180,186,192",2,"1,2",3.9,3072,0,-,-,0,supported,default,100 Gigabit,required,24,64,64,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,80000,480000,10000,80000,480000,10000,49.62816 USD per Hour,31.96416 USD per Hour,32.08916 USD per Hour,35.65056 USD per Hour,32.63616 USD per Hour,true,true
r8gd.medium,r8gd,medium,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,1,arm64,1,-,1,-,2.8,8,59,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,2,4,4,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,315,2500,39.375,10000,40000,1250,-,0.08456 USD per Hour,0.14086 USD per Hour,0.09896 USD per Hour,0.08631 USD per Hour,false,false
t3.xlarge,t3,xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,2,2,"1,2",2.5,16,0,-,-,0,supported,default,Up to 5 Gigabit,required,4,15,15,true,"partition, spread",0,0,true,supported,ebs,true,true,true,true,695,4000,86.875,2780,15700,347.5,0.2848 USD per Hour,0.2112 USD per Hour,0.2675 USD per Hour,0.2688 USD per Hour,0.2182 USD per Hour,false,false
c5ad.16xlarge,c5ad,16xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,64,x86_64,32,"1,2,3,4,8,12,16,20,24,28,32",2,"1,2",3.3,128,2400,true,ssd,2,supported,default,20 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,-,-,true,6300,26700,787.5,6300,26700,787.5,6.56 USD per Hour,3.616 USD per Hour,3.741 USD per Hour,4.307 USD per Hour,3.728 USD per Hour,false,false
r5ad.8xlarge,r5ad,8xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,x86_64,16,"4,6,8,10,12,14,16",2,"1,2",2.5,256,1200,true,ssd,2,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,-,-,true,4750,20000,593.75,4750,20000,593.75,4.016 USD per Hour,2.544 USD per Hour,2.669 USD per Hour,2.89 USD per Hour,2.6 USD per Hour,false,false
r8gd.16xlarge,r8gd,16xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.8,512,3800,true,ssd,2,supported,default,30 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,20000,80000,2500,20000,80000,2500,-,5.41184 USD per Hour,5.53684 USD per Hour,6.10304 USD per Hour,5.52384 USD per Hour,true,false
m5.xlarge,m5,xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,2,2,"1,2",3.1,16,0,-,-,0,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,false,1150,6000,143.75,4750,18750,593.75,0.424 USD per Hour,0.24 USD per Hour,0.296 USD per Hour,0.298 USD per Hour,0.247 USD per Hour,false,false
r6id.4xlarge,r6id,4xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.5,128,950,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,5000,20000,625,10000,40000,1250,2.128 USD per Hour,1.392 USD per Hour,1.517 USD per Hour,1.5648 USD per Hour,1.42 USD per Hour,false,true
m8gd.8xlarge,m8gd,8xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.8,128,1900,true,ssd,1,supported,default,15 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,10000,40000,1250,10000,40000,1250,-,2.31872 USD per Hour,2.44372 USD per Hour,2.66432 USD per Hour,2.37472 USD per Hour,false,false
m5d.metal,m5d,metal,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,96,x86_64,48,-,2,-,3.1,384,3600,true,ssd,4,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,19000,80000,2375,19000,80000,2375,11.232 USD per Hour,6.816 USD per Hour,6.916 USD per Hour,7.853 USD per Hour,6.984 USD per Hour,false,false
r8gd.4xlarge,r8gd,4xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.8,128,950,true,ssd,1,supported,default,Up to 15 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,5000,20000,625,10000,40000,1250,-,1.35296 USD per Hour,1.47796 USD per Hour,1.52576 USD per Hour,1.38096 USD per Hour,false,false
i4g.large,i4g,large,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.5,16,468,true,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,625,2500,78.125,10000,40000,1250,-,0.18513 USD per Hour,0.24143 USD per Hour,0.21393 USD per Hour,0.18863 USD per Hour,false,false
m5ad.8xlarge,m5ad,8xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,x86_64,16,"4,6,8,10,12,14,16",2,"1,2",2.5,128,1200,true,ssd,2,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,true,-,true,4750,20000,593.75,4750,20000,593.75,3.552 USD per Hour,2.08 USD per Hour,2.205 USD per Hour,2.426 USD per Hour,2.136 USD per Hour,false,false
m6in.32xlarge,m6in,32xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,128,x86_64,64,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.5,512,0,-,-,0,supported,default,200 Gigabit,required,16,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,100000,400000,12500,100000,400000,12500,17.12 USD per Hour,11.232 USD per Hour,11.357 USD per Hour,12.4608 USD per Hour,11.456 USD per Hour,true,true
x2idn.24xlarge,x2idn,24xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,1536,2850,true,ssd,2,supported,default,75 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,unsupported,ebs,true,-,-,true,60000,260000,7500,60000,260000,7500,18.92175 USD per Hour,14.50575 USD per Hour,14.63075 USD per Hour,15.54255 USD per Hour,14.67375 USD per Hour,true,false
r7gd.16xlarge,r7gd,16xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.6,512,3800,true,ssd,2,supported,default,30 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,20000,80000,2500,20000,80000,2500,-,5.0112 USD per Hour,5.1362 USD per Hour,5.7024 USD per Hour,5.1232 USD per Hour,true,false
