Instance type,Instance family,Instance size,Availability zones,Free tier eligible,Free Trial available,Bare metal,Hypervisor,vCPUs,Architecture,Cores,Valid cores,Threads per core,Valid threads per core,Sustained clock speed (GHz),Memory (GiB),Storage (GB),Local instance storage,Storage type,Storage disk count,EBS encryption support,EBS optimization support,Network performance,ENA support,Maximum number of network interfaces,IPv4 addresses per interface,IPv6 addresses per interface,IPv6 support,Supported placement group strategies,GPUs,FPGAs,Auto Recovery support,Reboot migration support,Supported root device types,Dedicated Host support,On-Demand Hibernation support,Burstable Performance support,Current generation,EBS Baseline Bandwidth (Mbps),EBS Baseline IOPS,EBS Baseline Throughput (MB/s),EBS Maximum Bandwidth (Mbps),EBS Maximum IOPS,EBS Maximum Throughput (MB/s),On-Demand Windows pricing,On-Demand Linux pricing,On-Demand SUSE pricing,On-Demand RHEL pricing,On-Demand Ubuntu Pro pricing,ENA Express support,ENA queues support
m5.4xlarge,m5,4xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.1,64,0,-,-,0,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,false,4750,18750,593.75,4750,18750,593.75,1.696 USD per Hour,0.96 USD per Hour,1.06 USD per Hour,1.133 USD per Hour,0.988 USD per Hour,false,false
c7i.24xlarge,c7i,24xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,96,x86_64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",2,"1,2",3.2,192,0,-,-,0,supported,default,37.5 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,-,-,-,true,30000,120000,3750,30000,120000,3750,10.0104 USD per Hour,5.5944 USD per Hour,5.7194 USD per Hour,6.6312 USD per Hour,5.7624 USD per Hour,true,false
m7a.48xlarge,m7a,48xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,192,x86_64,192,"4,6,8,10,12,14,16,18,20,22,24,48,72,96,120,144,168,192",1,1,3.7,768,0,-,-,0,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,40000,240000,5000,40000,240000,5000,22.7424 USD per Hour,13.9104 USD per Hour,14.0354 USD per Hour,15.7536 USD per Hour,14.2464 USD per Hour,true,false
m7i-flex.16xlarge,m7i-flex,16xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,64,x86_64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",2,"1,2",3.2,256,0,-,-,0,supported,default,Up to 25 Gigabit,required,15,50,50,true,"partition, spread",0,0,true,supported,ebs,-,true,-,true,10000,40000,1250,20000,80000,2500,6.7744 USD per Hour,3.8304 USD per Hour,3.9554 USD per Hour,4.5216 USD per Hour,3.9424 USD per Hour,false,false
c8gd.medium,c8gd,medium,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,1,arm64,1,-,1,-,2.8,2,59,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,2,4,4,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,315,2500,39.375,10000,40000,1250,-,0.0643 USD per Hour,0.1206 USD per Hour,0.0787 USD per Hour,0.06605 USD per Hour,false,false
r8g.48xlarge,r8g,48xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,192,arm64,192,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118,120,122,124,126,128,130,132,134,136,138,140,142,144,146,148,150,152,154,156,158,160,162,164,166,168,170,172,174,176,178,180,182,184,186,188,190,192",1,1,2.7,1536,0,-,-,0,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,40000,240000,5000,40000,240000,5000,-,13.5552 USD per Hour,13.6802 USD per Hour,15.3984 USD per Hour,13.8912 USD per Hour,true,false
i2.xlarge,i2,xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,xen,4,x86_64,2,"1,2",2,"1,2",2.5,30.5,800,true,ssd,1,supported,supported,Moderate,unsupported,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,"ebs, instance-store",true,-,-,false,500,4000,62.5,500,4000,62.5,1.169 USD per Hour,1.018 USD per Hour,1.118 USD per Hour,1.076 USD per Hour,-,false,false
r5d.16xlarge,r5d,16xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.1,512,2400,true,ssd,4,supported,default,20 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,13600,60000,1700,13600,60000,1700,8.512 USD per Hour,5.568 USD per Hour,5.693 USD per Hour,6.259 USD per Hour,5.68 USD per Hour,false,false
c8i.12xlarge,c8i,12xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",2,"1,2",3.9,96,0,-,-,0,supported,default,22.5 Gigabit,required,12,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,15000,60000,1875,15000,60000,1875,5.14512 USD per Hour,2.93712 USD per Hour,3.06212 USD per Hour,3.45552 USD per Hour,3.02112 USD per Hour,false,true
c5d.4xlarge,c5d,4xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.4,32,400,true,ssd,1,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,4750,20000,593.75,4750,20000,593.75,1.744 USD per Hour,1.008 USD per Hour,1.108 USD per Hour,1.181 USD per Hour,1.036 USD per Hour,false,false
