Instance type,Instance family,Instance size,Availability zones,Free tier eligible,Free Trial available,Bare metal,Hypervisor,vCPUs,Architecture,Cores,Valid cores,Threads per core,Valid threads per core,Sustained clock speed (GHz),Memory (GiB),Storage (GB),Local instance storage,Storage type,Storage disk count,EBS encryption support,EBS optimization support,Network performance,ENA support,Maximum number of network interfaces,IPv4 addresses per interface,IPv6 addresses per interface,IPv6 support,Supported placement group strategies,GPUs,FPGAs,Auto Recovery support,Reboot migration support,Supported root device types,Dedicated Host support,On-Demand Hibernation support,Burstable Performance support,Current generation,EBS Baseline Bandwidth (Mbps),EBS Baseline IOPS,EBS Baseline Throughput (MB/s),EBS Maximum Bandwidth (Mbps),EBS Maximum IOPS,EBS Maximum Throughput (MB/s),On-Demand Windows pricing,On-Demand Linux pricing,On-Demand SUSE pricing,On-Demand RHEL pricing,On-Demand Ubuntu Pro pricing,ENA Express support,ENA queues support
r5b.24xlarge,r5b,24xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.1,768,0,-,-,0,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,60000,260000,7500,60000,260000,7500,13.104 USD per Hour,8.688 USD per Hour,8.813 USD per Hour,9.7248 USD per Hour,8.856 USD per Hour,false,false
c6gd.16xlarge,c6gd,16xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.5,128,3800,true,ssd,2,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,19000,80000,2375,19000,80000,2375,-,3.232 USD per Hour,3.357 USD per Hour,3.9232 USD per Hour,3.344 USD per Hour,false,false
m4.large,m4,large,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,xen,2,x86_64,1,1,2,"1,2",2.4,8,0,-,-,0,supported,default,Moderate,unsupported,2,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,false,450,3600,56.25,450,3600,56.25,0.217 USD per Hour,0.125 USD per Hour,0.225 USD per Hour,0.1538 USD per Hour,0.1285 USD per Hour,false,false
r7i.12xlarge,r7i,12xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",2,"1,2",3.2,384,0,-,-,0,supported,default,18.75 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,15000,60000,1875,15000,60000,1875,6.0132 USD per Hour,3.8052 USD per Hour,3.9302 USD per Hour,4.3236 USD per Hour,3.8892 USD per Hour,true,false
m7i.48xlarge,m7i,48xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,192,x86_64,96,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96",2,"1,2",3.2,768,0,-,-,0,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,-,-,-,true,40000,240000,5000,40000,240000,5000,20.928 USD per Hour,12.096 USD per Hour,12.221 USD per Hour,13.9392 USD per Hour,12.432 USD per Hour,true,false
a1.xlarge,a1,xlarge,"ap-southeast-2a, ap-southeast-2c",false,false,false,nitro,4,arm64,4,-,1,-,2.3,8,0,-,-,0,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,false,800,6000,100,3500,20000,437.5,-,0.1332 USD per Hour,0.1895 USD per Hour,0.1908 USD per Hour,-,false,false
i4i.2xlarge,i4i,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.5,64,1875,true,ssd,1,supported,default,Up to 12 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,2500,10000,312.5,10000,40000,1250,1.191 USD per Hour,0.823 USD per Hour,0.948 USD per Hour,0.938 USD per Hour,0.837 USD per Hour,false,false
m8i.xlarge,m8i,xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.9,16,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1250,6000,156.25,10000,40000,1250,0.4486 USD per Hour,0.2646 USD per Hour,0.3209 USD per Hour,0.3222 USD per Hour,0.2716 USD per Hour,false,true
r5a.4xlarge,r5a,4xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",2.5,128,0,-,-,0,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,-,true,-,true,2880,16000,360,2880,16000,360,1.824 USD per Hour,1.088 USD per Hour,1.213 USD per Hour,1.261 USD per Hour,1.116 USD per Hour,false,false
r6g.12xlarge,r6g,12xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,arm64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",1,1,2.5,384,0,-,-,0,supported,default,20 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,14250,50000,1781.25,14250,50000,1781.25,-,2.8992 USD per Hour,3.0242 USD per Hour,3.4176 USD per Hour,2.9832 USD per Hour,false,false
