Instance type,Instance family,Instance size,Availability zones,Free tier eligible,Free Trial available,Bare metal,Hypervisor,vCPUs,Architecture,Cores,Valid cores,Threads per core,Valid threads per core,Sustained clock speed (GHz),Memory (GiB),Storage (GB),Local instance storage,Storage type,Storage disk count,EBS encryption support,EBS optimization support,Network performance,ENA support,Maximum number of network interfaces,IPv4 addresses per interface,IPv6 addresses per interface,IPv6 support,Supported placement group strategies,GPUs,FPGAs,Auto Recovery support,Reboot migration support,Supported root device types,Dedicated Host support,On-Demand Hibernation support,Burstable Performance support,Current generation,EBS Baseline Bandwidth (Mbps),EBS Baseline IOPS,EBS Baseline Throughput (MB/s),EBS Maximum Bandwidth (Mbps),EBS Maximum IOPS,EBS Maximum Throughput (MB/s),On-Demand Windows pricing,On-Demand Linux pricing,On-Demand SUSE pricing,On-Demand RHEL pricing,On-Demand Ubuntu Pro pricing,ENA Express support,ENA queues support
r5.12xlarge,r5,12xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.1,384,0,-,-,0,supported,default,12 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,false,9500,40000,1187.5,9500,40000,1187.5,5.832 USD per Hour,3.624 USD per Hour,3.749 USD per Hour,4.142 USD per Hour,3.708 USD per Hour,false,false
r6idn.32xlarge,r6idn,32xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,128,x86_64,64,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.5,1024,7600,true,ssd,4,supported,default,200 Gigabit,required,16,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,100000,400000,12500,100000,400000,12500,21.16352 USD per Hour,15.27552 USD per Hour,15.40052 USD per Hour,16.50432 USD per Hour,15.49952 USD per Hour,true,true
c6in.4xlarge,c6in,4xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",3.5,32,0,-,-,0,supported,default,Up to 50 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,12500,50000,1562.5,25000,100000,3125,1.9204 USD per Hour,1.1844 USD per Hour,1.3094 USD per Hour,1.3572 USD per Hour,-,false,true
r5n.8xlarge,r5n,8xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.1,256,0,-,-,0,supported,default,25 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,6800,30000,850,6800,30000,850,4.368 USD per Hour,2.896 USD per Hour,3.021 USD per Hour,3.242 USD per Hour,2.952 USD per Hour,false,false
im4gn.4xlarge,im4gn,4xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.5,64,7500,true,ssd,1,supported,default,25 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,10000,40000,1250,10000,40000,1250,-,1.74434 USD per Hour,1.86934 USD per Hour,1.91714 USD per Hour,1.77234 USD per Hour,true,false
c7i.4xlarge,c7i,4xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",3.2,32,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,5000,20000,625,10000,40000,1250,1.6684 USD per Hour,0.9324 USD per Hour,1.0574 USD per Hour,1.1052 USD per Hour,0.9604 USD per Hour,false,false
m6i.xlarge,m6i,xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,16,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,false,1250,6000,156.25,10000,40000,1250,0.424 USD per Hour,0.24 USD per Hour,0.2963 USD per Hour,0.2976 USD per Hour,0.247 USD per Hour,false,true
m7g.medium,m7g,medium,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,1,arm64,1,-,1,-,2.6,4,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,2,4,4,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,315,2500,39.375,10000,40000,1250,-,0.051 USD per Hour,0.1073 USD per Hour,0.0654 USD per Hour,0.0528 USD per Hour,false,false
g5.xlarge,g5,xlarge,"ap-southeast-2a, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,-,2,-,3.3,16,250,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",1,0,-,unsupported,ebs,-,-,-,true,700,3000,87.5,3500,15000,437.5,1.492 USD per Hour,1.308 USD per Hour,1.3643 USD per Hour,1.3656 USD per Hour,1.315 USD per Hour,false,false
g6f.large,g6f,large,"ap-southeast-2a, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.4,8,100,true,ssd,1,supported,default,Up to 10 Gigabit,required,2,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,-,-,true,936,3750,117,5000,20000,625,0.35464 USD per Hour,0.26264 USD per Hour,0.31894 USD per Hour,0.29144 USD per Hour,0.26614 USD per Hour,false,false
