Instance type,Instance family,Instance size,Availability zones,Free tier eligible,Free Trial available,Bare metal,Hypervisor,vCPUs,Architecture,Cores,Valid cores,Threads per core,Valid threads per core,Sustained clock speed (GHz),Memory (GiB),Storage (GB),Local instance storage,Storage type,Storage disk count,EBS encryption support,EBS optimization support,Network performance,ENA support,Maximum number of network interfaces,IPv4 addresses per interface,IPv6 addresses per interface,IPv6 support,Supported placement group strategies,GPUs,FPGAs,Auto Recovery support,Reboot migration support,Supported root device types,Dedicated Host support,On-Demand Hibernation support,Burstable Performance support,Current generation,EBS Baseline Bandwidth (Mbps),EBS Baseline IOPS,EBS Baseline Throughput (MB/s),EBS Maximum Bandwidth (Mbps),EBS Maximum IOPS,EBS Maximum Throughput (MB/s),On-Demand Windows pricing,On-Demand Linux pricing,On-Demand SUSE pricing,On-Demand RHEL pricing,On-Demand Ubuntu Pro pricing,ENA Express support,ENA queues support
i3en.metal,i3en,metal,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,96,x86_64,48,-,2,-,3.1,768,60000,true,ssd,8,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,19000,80000,2375,19000,80000,2375,17.424 USD per Hour,13.008 USD per Hour,13.133 USD per Hour,14.045 USD per Hour,13.176 USD per Hour,false,false
c8i.2xlarge,c8i,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.9,16,0,-,-,0,supported,default,Up to 15 Gigabit,required,4,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,0.85752 USD per Hour,0.48952 USD per Hour,0.61452 USD per Hour,0.60472 USD per Hour,0.50352 USD per Hour,false,true
c6g.metal,c6g,metal,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,64,arm64,64,-,1,-,2.5,128,0,-,-,0,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,19000,80000,2375,19000,80000,2375,-,2.8416 USD per Hour,2.9666 USD per Hour,3.5328 USD per Hour,2.9536 USD per Hour,false,false
i7ie.2xlarge,i7ie,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.6,64,5000,true,ssd,2,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,2500,10000,312.5,10000,40000,1250,1.6146 USD per Hour,1.2466 USD per Hour,1.3716 USD per Hour,1.3618 USD per Hour,1.2606 USD per Hour,false,false
c8i-flex.12xlarge,c8i-flex,12xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",2,"1,2",3.9,96,0,-,-,0,supported,default,Up to 22.5 Gigabit,required,12,50,50,true,"partition, spread",0,0,true,supported,ebs,-,true,-,true,7500,30000,937.5,15000,60000,1875,4.88784 USD per Hour,2.79024 USD per Hour,2.91524 USD per Hour,3.30864 USD per Hour,2.87424 USD per Hour,false,true
g4dn.2xlarge,g4dn,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",2.5,32,225,true,ssd,1,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",1,0,-,unsupported,ebs,-,-,-,true,1150,6000,143.75,3500,20000,437.5,1.346 USD per Hour,0.978 USD per Hour,1.103 USD per Hour,1.093 USD per Hour,0.992 USD per Hour,false,false
m7i.metal-48xl,m7i,metal-48xl,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,192,x86_64,96,-,2,-,3.2,768,0,-,-,0,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,40000,240000,5000,40000,240000,5000,20.928 USD per Hour,12.096 USD per Hour,12.221 USD per Hour,13.9392 USD per Hour,12.432 USD per Hour,true,false
m5a.12xlarge,m5a,12xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"6,12,18,24",2,"1,2",2.5,192,0,-,-,0,supported,default,10 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,-,-,-,true,6780,30000,847.5,6780,30000,847.5,4.8 USD per Hour,2.592 USD per Hour,2.717 USD per Hour,3.11 USD per Hour,2.676 USD per Hour,false,false
z1d.3xlarge,z1d,3xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,12,x86_64,6,"2,4,6",2,"1,2",4,96,450,true,ssd,1,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,4750,20000,593.75,4750,20000,593.75,1.908 USD per Hour,1.356 USD per Hour,1.481 USD per Hour,1.486 USD per Hour,1.377 USD per Hour,false,false
m8i-flex.8xlarge,m8i-flex,8xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",3.9,128,0,-,-,0,supported,default,Up to 15 Gigabit,required,10,50,50,true,"partition, spread",0,0,true,supported,ebs,-,true,-,true,5000,20000,625,10000,40000,1250,3.40944 USD per Hour,2.01104 USD per Hour,2.13604 USD per Hour,2.35664 USD per Hour,2.06704 USD per Hour,false,true
r7g.12xlarge,r7g,12xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,arm64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",1,1,2.6,384,0,-,-,0,supported,default,22.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,15000,60000,1875,15000,60000,1875,-,3.0806 USD per Hour,3.2056 USD per Hour,3.599 USD per Hour,3.1646 USD per Hour,true,false
m7a.large,m7a,large,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,2,"1,2",1,1,3.7,8,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,650,3600,81.25,10000,40000,1250,0.2369 USD per Hour,0.1449 USD per Hour,0.2012 USD per Hour,0.1737 USD per Hour,0.1484 USD per Hour,false,false
m6a.12xlarge,m6a,12xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"1,2,3,4,5,6,7,8,16,24",2,"1,2",3.6,192,0,-,-,0,supported,default,18.75 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,15000,60000,1875,15000,60000,1875,4.8 USD per Hour,2.592 USD per Hour,2.717 USD per Hour,3.1104 USD per Hour,2.676 USD per Hour,true,false
m6g.2xlarge,m6g,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,32,0,-,-,0,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2375,12000,296.875,4750,20000,593.75,-,0.384 USD per Hour,0.509 USD per Hour,0.4992 USD per Hour,0.398 USD per Hour,false,false
m8gd.4xlarge,m8gd,4xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.8,64,950,true,ssd,1,supported,default,Up to 15 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,5000,20000,625,10000,40000,1250,-,1.15936 USD per Hour,1.28436 USD per Hour,1.33216 USD per Hour,1.18736 USD per Hour,false,false
m7gd.2xlarge,m7gd,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.6,32,474,true,ssd,1,supported,default,Up to 15 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,-,0.5368 USD per Hour,0.6618 USD per Hour,0.652 USD per Hour,0.5508 USD per Hour,false,false
d3en.xlarge,d3en,xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.1,16,27960,true,hdd,2,supported,default,Up to 25 Gigabit,required,4,3,3,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,-,-,true,850,5000,106.25,2800,15000,350,0.843 USD per Hour,0.659 USD per Hour,0.715 USD per Hour,0.717 USD per Hour,0.666 USD per Hour,false,false
t3a.micro,t3a,micro,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",2.2,1,0,-,-,0,supported,default,Up to 5 Gigabit,required,2,2,2,true,"partition, spread",0,0,true,supported,ebs,-,true,true,true,90,500,11.25,2085,11800,260.625,0.0211 USD per Hour,0.0119 USD per Hour,0.0119 USD per Hour,0.0407 USD per Hour,0.0154 USD per Hour,false,false
c6gd.12xlarge,c6gd,12xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,arm64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",1,1,2.5,96,2850,true,ssd,2,supported,default,20 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,14250,50000,1781.25,14250,50000,1781.25,-,2.424 USD per Hour,2.549 USD per Hour,2.9424 USD per Hour,2.508 USD per Hour,false,false
i7ie.large,i7ie,large,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.6,16,1250,true,ssd,1,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,625,2500,78.125,10000,40000,1250,0.4037 USD per Hour,0.3117 USD per Hour,0.368 USD per Hour,0.3405 USD per Hour,0.3152 USD per Hour,false,false
m8g.medium,m8g,medium,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,1,arm64,1,-,1,-,2.8,4,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,2,4,4,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,315,2500,39.375,10000,40000,1250,-,0.0561 USD per Hour,0.1124 USD per Hour,0.0705 USD per Hour,0.05785 USD per Hour,false,false
g4dn.8xlarge,g4dn,8xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",2.5,128,900,true,ssd,1,supported,default,50 Gigabit,required,4,15,15,true,"cluster, partition, spread",1,0,-,unsupported,ebs,-,-,-,true,9500,40000,1187.5,9500,40000,1187.5,4.302 USD per Hour,2.83 USD per Hour,2.955 USD per Hour,3.175 USD per Hour,2.886 USD per Hour,false,false
r7i.4xlarge,r7i,4xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",3.2,128,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,5000,20000,625,10000,40000,1250,2.0044 USD per Hour,1.2684 USD per Hour,1.3934 USD per Hour,1.4412 USD per Hour,1.2964 USD per Hour,false,false
i3en.6xlarge,i3en,6xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,24,x86_64,12,"2,4,6,8,10,12",2,"1,2",3.1,192,15000,true,ssd,2,supported,default,25 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,4750,20000,593.75,4750,20000,593.75,4.356 USD per Hour,3.252 USD per Hour,3.377 USD per Hour,3.511 USD per Hour,3.294 USD per Hour,false,false
m5d.4xlarge,m5d,4xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.1,64,600,true,ssd,2,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,4750,18750,593.75,4750,18750,593.75,1.872 USD per Hour,1.136 USD per Hour,1.236 USD per Hour,1.309 USD per Hour,1.164 USD per Hour,false,false
gr6f.4xlarge,gr6f,4xlarge,"ap-southeast-2a, ap-southeast-2c",false,false,false,nitro,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",3.4,128,450,true,ssd,1,supported,default,Up to 25 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,-,-,true,8000,32000,1000,8000,32000,1000,2.12197 USD per Hour,1.38597 USD per Hour,1.51097 USD per Hour,1.55877 USD per Hour,1.41397 USD per Hour,false,false
c6a.large,c6a,large,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.6,4,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,650,3600,81.25,10000,40000,1250,0.1919 USD per Hour,0.0999 USD per Hour,0.1562 USD per Hour,0.1287 USD per Hour,0.1034 USD per Hour,false,false
r8gd.2xlarge,r8gd,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.8,64,474,true,ssd,1,supported,default,Up to 15 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,-,0.67648 USD per Hour,0.80148 USD per Hour,0.79168 USD per Hour,0.69048 USD per Hour,false,false
r7g.16xlarge,r7g,16xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.6,512,0,-,-,0,supported,default,30 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,20000,80000,2500,20000,80000,2500,-,4.1075 USD per Hour,4.2325 USD per Hour,4.7987 USD per Hour,4.2195 USD per Hour,true,false
m6i.12xlarge,m6i,12xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.5,192,0,-,-,0,supported,default,18.75 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,false,15000,60000,1875,15000,60000,1875,5.088 USD per Hour,2.88 USD per Hour,3.005 USD per Hour,3.3984 USD per Hour,2.964 USD per Hour,true,true
c8i.metal-48xl,c8i,metal-48xl,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,192,x86_64,96,-,2,-,3.9,384,0,-,-,0,supported,default,75 Gigabit,required,24,64,64,true,"cluster, partition, spread",0,0,true,unsupported,ebs,true,-,-,true,60000,240000,7500,60000,240000,7500,20.58048 USD per Hour,11.74848 USD per Hour,11.87348 USD per Hour,13.59168 USD per Hour,12.08448 USD per Hour,true,true
i7ie.6xlarge,i7ie,6xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,24,x86_64,12,"1,2,3,4,5,6,7,8,9,10,11,12",2,"1,2",3.6,192,15000,true,ssd,2,supported,default,Up to 25 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,7500,30000,937.5,10000,40000,1250,4.8438 USD per Hour,3.7398 USD per Hour,3.8648 USD per Hour,3.999 USD per Hour,3.7818 USD per Hour,false,false
r6in.2xlarge,r6in,2xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.5,64,0,-,-,0,supported,default,Up to 40 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,6250,25000,781.25,25000,100000,3125,1.21508 USD per Hour,0.84708 USD per Hour,0.97208 USD per Hour,0.96228 USD per Hour,0.86108 USD per Hour,false,true
c8i.32xlarge,c8i,32xlarge,"ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,128,x86_64,64,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.9,256,0,-,-,0,supported,default,50 Gigabit,required,24,64,64,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,40000,160000,5000,40000,160000,5000,13.72032 USD per Hour,7.83232 USD per Hour,7.95732 USD per Hour,9.06112 USD per Hour,8.05632 USD per Hour,true,true
